title,episodes,rating,rank,popularity,start_date,end_date,year,synopsis,media_type,source,genres,studios
Zankyou no Terror,11,8.08,623.0,124,2014-07-11,2014-09-26,2014.0,"Painted in red, the word ""VON"" is all that is left behind after a terrorist attack on a nuclear facility in Japan. The government is shattered by their inability to act, and the police are left frantically searching for ways to crack down the perpetrators. The public are clueless—until, six months later, a strange video makes its way onto the internet. In it, two teenage boys who identify themselves only as ""Sphinx"" directly challenge the police, threatening to cause destruction and mayhem across Tokyo. Unable to stop the mass panic quickly spreading through the city and desperate for any leads in their investigation, the police struggle to act effectively against these terrorists, with Detective Kenjirou Shibazaki caught in the middle of it all.

Zankyou no Terror tells the story of Nine and Twelve, the two boys behind the masked figures of Sphinx. They should not exist, yet they stand strong in a world of deception and secrets while they make the city fall around them, all in the hopes of burying their own tragic truth.

[Written by MAL Rewrite]",tv,original,"Detective, Mystery, Psychological, Suspense",MAPPA
Saikyou Bushouden: Sangoku Engi,52,6.83,5948.0,11066,2010-04-04,2011-03-27,2010.0,"Chinese-Japanese anime adaptation of the ""Romance of the Three Kingdoms"" classic novel.

Lui Bei embarks on a journey to quell the chaos that plagues his homeland, bringing with him his sworn brothers, Zhang Fei and Guan Yu. With only a small army and no land Lui Bei is forced to take a subservient role to other Generals, in order to keep him safe from those who continually come after his life.",tv,novel,Historical,"Future Planet, Beijing Huihuang Animation Company"
Saki: Zenkoku-hen,13,7.46,2369.0,4086,2014-01-06,2014-04-07,2014.0,"Saki Miyanaga, along with the rest of Kiyosumi High School's mahjong team, proceeds to the national level of the Interhigh Mahjong Championship. However, reaching the top will prove difficult as she faces opponents on par with and, quite possibly, exceeding her skills. Even so, she refuses to back down, vowing to stop at nothing to fulfill her goal: to see her sister face-to-face once more.

[Written by MAL Rewrite]",tv,manga,"School, Seinen, Slice of Life, Strategy Game",Studio Gokumi
Ansatsu Kyoushitsu,22,8.07,625.0,32,2015-01-10,2015-06-20,2015.0,"Tucked in the mountains near the elite Kunugigaoka Middle School lies a small derelict building that houses the delinquents and dropouts of Class 3-E. Looked down upon by their peers, the students in this class appear to have little hope in advancing their academic careers. That is, until the national government tasks them with eliminating the greatest threat to their planet: their new teacher. 

Having already destroyed the moon, the octopus-like professor—dubbed ""Koro-sensei""—has now threatened to destroy the Earth by March of the following year. In light of their mission, the students have found that killing him is easier said than done. Not only can Koro-sensei move at speeds of up to Mach 20, but he can also resist almost every earthly weapon. Ironically, he also proves to be one of the best teachers Class 3-E has ever had. Training the class to excel in both their studies as students and skills as assassins, Koro-sensei is confident that his students' ingenuity and indomitable will could return them to the main campus. 

Through trial and error, Nagisa Shiota, as well as the other students of Class 3-E, must figure out Koro-sensei's weaknesses—and fast, for the very fate of the world depends upon it.

[Written by MAL Rewrite]",tv,manga,"Action, Comedy, School, Shounen",Lerche
Pianoman,1,6.31,9205.0,13174,2020-01-17,2020-01-17,2020.0,"The still, white space expands as far as the eye can see. A man who's lost his memory awakens. An enormous door stands before him, and there's an old temple in the distance. The building seems to be calling to him, and the man approaches it. There's an old piano there. The moment he touches it, horrifying memories return to him. Who is this man, really? And what is the truth of this space...?

(Source: YouTube)",ona,original,"Fantasy, Music, Mythology, Psychological",Echoes
Akiba's Trip The Animation,13,6.49,8058.0,1675,2017-01-04,2017-03-29,2017.0,"Otaku siblings Tamotsu and Niwaka Denkigai are shopping in Akihabara when it is overrun by vampiric cosplaying monsters! These creatures, known as ""Bugged Ones,"" can possess anyone they bite and soon they begin causing mayhem across the city. As Tamotsu finds himself at the mercy of one of these creatures, he is rescued by the mysterious baseball bat-wielding Matome Mayonaka. Together, they fight through several more encounters with the Bugged Ones, but before long, Tamotsu is fatally wounded protecting Matome. With no other choice, she revives him as a high level Bugged One—just like her! 

Tamotsu and Matome, along with excitable otaku cosplayer Arisa Ahokainen, make up the group ""The Electric Mayonnaise"" and they begin dispatching the Bugged Ones in the only way they know how: by ripping off their clothes and exposing them to sunlight!

[Written by MAL Rewrite]",tv,game,"Action, Comedy, Ecchi, Fantasy, Otaku Culture, Parody, Urban Fantasy",Gonzo
Hello Kitty: Ringo no Mori no Fantasy,13,6.05,10649.0,13839,2006-04-04,2006-09-19,2006.0,"Kitty and Mimmy come upon the Apple Forest thanks to the help of a forest fairy. The fairy kingdom welcomes them as the ""Twin Heroines"" and ask that they save the princess. The key to the rescue is a golden apple and so the sisters' adventure begins.",tv,,"Comedy, Fantasy, Kids",Asahi Production
Happy☆Lesson Advance,13,6.81,6058.0,5919,2003-07-03,2003-09-28,2003.0,"Hitotose Chitose is now living together with his 5 teachers as his mothers when a mysterious girl appears and becomes their neighbor which turns out that that person is Nagatsuki Kuron who wants Mu-chan to be her mother so another sibling rivalry ensues as to who would end up as Mu-chan's child. 

(Source: ANN)",tv,manga,"Comedy, Harem, Romance",Studio Hibari
Final Fantasy XV: Episode Ardyn - Prologue,1,6.6,7386.0,6600,2019-02-17,2019-02-17,2019.0,"In an age when gods walk alongside mankind, the world of Eos finds itself falling into darkness. Calamity befalls the human race when malevolent creatures known as ""daemons"" scourge the land and obliterate armies with seemingly unstoppable brute force. In these dire times, nobles of House Caelum rise to prominence. Owing to their god-given healing powers, which allow them to purge the plague spread by the monsters, they earn the people's trust and allegiance.

With no leader to rule the first human kingdom and guide the masses, the gods fervently seek to fill this vacancy—a man of the Caelum bloodline seems to be a desirable choice. The ambitious and charismatic pragmatist, Somnus Lucis Caelum, is pit against his humble and altruistic brother, Ardyn Lucis Caelum, in competition for the throne. As tensions rise between the rivals and anticipations surge, the fate of the world rests upon one of the two's decisive victory.

[Written by MAL Rewrite]",ona,game,Action,Satelight
Romantica Clock,3,5.68,12517.0,6339,2014-02-04,2014-02-25,2014.0,"Three episodes aired on TV as part of the Ribon x Oha Suta specials. 

Akane: She's beautiful and popular, lively and full of vitality; Aoi: Looks like a small animal but is actually very clever. Who knew that these two very different people were actually... twin siblings?! 

(Source: MU) 

Note: Episodes were made available on the official stream few days before the official broadcast.",special,manga,Shoujo,Unknown
Actors: Songs Connection,12,6.32,9100.0,5488,2019-10-06,2019-12-22,2019.0,"Tensho School is located in the 7th Ward of Thrive Central, where emphasis is put on extracurricular activities and all clubs participate in an annual fall singing contest. Having to delay the start of his school year due to his older sister's hospitalization, transfer student Saku Otonomiya finds himself struggling to adapt to his hectic new life. Balancing his part-time job and caring for his sister, he finds it difficult to make time to join a school club.

In preparation for the upcoming singing contest, the school's singing club wishes to use Sousuke Kagura's song ""Cloudy Days,"" but Kagura is reluctant to grant his permission. The song requires someone with a three-octave range to sing it and he believes that only a VOCALOID can meet the standards. He allows for the club to use his song on the condition that they can find someone who possesses that vocal range to properly sing it.

While racking his brain over the composition of his next song, Kagura stumbles upon Otonomiya singing ""Cloudy Days"" perfectly. He invites Otonomiya to form a unit with him for the competition. At the same time, the singing club tries to goad him into joining so they can use Kagura's song. As the contest inches closer, Otonomiya must overcome his uncertainty and decide who to team up with.

[Written by MAL Rewrite]",tv,music,"Music, School",Drive
Garo: Honoo no Kokuin,24,7.34,2932.0,1751,2014-10-04,2015-03-28,2014.0,"In the name of the king, the Valiante Kingdom launched hunts to exterminate users of witchcraft. Seventeen years later, their pursuit is still growing in both size and brutality. Unbeknownst to the citizens, the targets of these witch hunts are the secret protectors of humanity. Known as the Makai Knights and Alchemists, they have a strong will to protect people from Horrors, demons who possess souls plagued by sadness and pain.

One such Makai Knight is 17-year-old Leon Luis who inherits the legendary armor of the Golden Knight Garo from his mother. Though he possesses great power, he struggles to overcome the hatred he bears from his mother's death at the hands of the kingdom. His father German, known as Zoro the Shadow Cutting Knight, is still training Leon when he is called to investigate the upsurge of Horrors in the kingdom's capital. Although German knows Leon's will is wavering, he decides to bring Leon along to continue his training.

As German and Leon head to the capital, the king's amiable son Alfonso San Valiante struggles to find a solution to the growing Horror threat. But before he can do so, he is double-crossed and banished from his own kingdom. To return home, Alfonso sets out to find the help and strength he needs to reclaim the throne. During his search, he comes across Leon, whose interactions with the prince will forever change both of their fates.

[Written by MAL Rewrite]",tv,original,"Action, Fantasy",MAPPA
Ninja Collection,13,3.82,14904.0,5693,2020-07-13,2020-10-26,2020.0,"Set in modern-day Tokyo where dreams and desires are afloat, a group of ninjas called ""Toukeshuu"" is set to stop the spread of ""darkness"" that prevails in the world using ancient techniques passed down through generations.

(Source: MAL News)",tv,original,"Horror, Supernatural","ILCA, DRAWIZ, Toho Interactive Animation"
Fullmetal Alchemist: Brotherhood Specials,4,8.0,744.0,1624,2009-08-26,2010-08-25,2009.0,"1. Moumoku no Renkinjutsushi (The Blind Alchemist)
2. Simple na Hitobito (Simple People)
3. Sensei Monogatari (The Tale of Teacher)
4. Sore mo mata Kare no Senjou (Yet Another Man's Battlefield)",special,manga,"Action, Adventure, Drama, Fantasy, Military, Shounen",Bones
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",10,7.13,4257.0,633,2013-10-10,2013-12-12,2013.0,"For Kanade Amakusa, life as a high schooler should have been normal, and it would have been—if he wasn't living with the most ridiculous curse imaginable. ""Absolute Choice,"" a system forced upon him by a self-proclaimed god, randomly presents a mental selection of actions that he must act out based on his choice. To add to his dilemma, it tends to occur in the most public of places, and his options never seem to deviate from the rude and crude in nature.

As a result, the helpless boy stresses through each day, fumbling to repair his already tarnished reputation while desperately praying to avoid the next spontaneous episode of Absolute Choice. To his dismay, the one in charge is always one step ahead of him and proceeds to not-so-subtly ""choice"" him into the lives of several girls at his school. Just when Kanade's school life can't seem to be doomed any further, a decision that he reluctantly selects on the way home sends a beautiful girl crashing down from the sky, along with the promise of more hysterically hellish choices.

[Written by MAL Rewrite]",tv,light_novel,"Comedy, Harem, Romance, School",Diomedéa
Sword Gai The Animation Part II,12,5.74,12219.0,4364,2018-07-30,2018-07-30,2018.0,Part II of Sword Gai: The Animation.,ona,manga,"Action, Seinen, Supernatural","DLE, LandQ studios"
Mahoromatic: Automatic Maiden,12,7.16,4068.0,2971,2001-10-06,2001-12-29,2001.0,"Mahoro Andou is a powerful combat android designed by Vesper, a secret organization protecting the world against alien invaders. Unfortunately, her remaining operational time is running short. If she continues to fight, she will shut down in about one month. However, if she chooses to avoid combat, she can live freely for over a year.

Suguru Misato is a high school boy who lives alone in a large house left behind by his late parents. Like any other boy his age, he has trouble taking care of the house on his own, so he decides to enlist the help of a maid. His problem is solved in the most unexpected way: when a couple of thugs hijack the bus he is riding, a young, beautiful girl wearing a maid outfit saves the day. It turns out that this girl is Mahoro, who has chosen to live her remaining days as Suguru's new maid.

Mahoro makes the best of her remaining time and develops bonds with Suguru and his friends during their peaceful yet lively everyday interactions. However, Mahoro is hiding her true intentions behind becoming Suguru's maid, and it seems that their pasts are more intertwined than Suguru realizes.

[Written by MAL Rewrite]",tv,manga,"Comedy, Ecchi, Military, Romance, Sci-Fi, Seinen","Gainax, Shaft"
Itou Junji: Collection,12,6.59,7447.0,1373,2018-01-05,2018-03-23,2018.0,"In the light of day and in the dead of night, mysterious horrors await in the darkest shadows of every corner. They are unexplainable, inescapable, and undefeatable. Be prepared, or you may become their next victim.

Sit back in terror as traumatizing tales of unparalleled terror unfold. Tales, such as that of a cursed jade carving that opens holes all over its victims' bodies; deep nightmares that span decades; an attractive spirit at a misty crossroad that grants cursed advice; and a slug that grows inside a girl's mouth. Tread carefully, for the horrifying supernatural tales of the Itou Junji: Collection are not for the faint of heart.

[Written by MAL Rewrite]",tv,manga,"Drama, Horror, Mystery, Psychological, Supernatural, Suspense",Studio Deen
Propo Dance!,1,5.81,,16317,2021-07-08,2021-07-08,2021.0,Commercial for Rohto Pharmaceutical featuring Riku Nanase from IDOLiSH7.,cm,game,"Idols (Male), Music",DandeLion Animation Studio
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,13,8.2,448.0,146,2015-04-03,2015-06-26,2015.0,"With the Volunteer Service Club now firmly established, it is receiving more requests from students in search of solutions to their various issues. However, the club members often struggle to see eye to eye when it comes to their problem-solving ideals. The suggestions that Hachiman Hikigaya recommends frequently clash with those of Yukino Yukinoshita, fracturing the relationships within the club. 

Despite their differences, with the trio constantly trying to find common ground, they may soon reach a point where they discover something genuine.

[Written by MAL Rewrite]",tv,light_novel,"Comedy, Love Polygon, Romance, School",feel.
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",1,7.03,4799.0,1386,2015-04-18,2015-04-18,2015.0,"Earth is finally peaceful again, but this calm is short-lived. The remnants of Frieza's army, led by Sorbet and his right hand Tagoma, arrive on Earth in order to summon Shen Long with the goal of resurrecting their old master. To do so, they threaten Emperor Pilaf, Shuu, and Mai for the Dragon Balls in their possession.

Once successfully revived, Frieza—who had been stoking his hatred for Gokuu Son and Future Trunks in Hell—proclaims that he will not be content until they are dead by his hand. Sorbet informs him that Future Trunks has not been heard of in years, and Gokuu's power has far surpassed even that of the mighty Majin Buu. Unfazed, Frieza responds that he only requires a few months of training before being capable of defeating Gokuu.

Will Frieza be able to exact revenge upon his nemesis, or will Gokuu, Vegeta, and their friends prevail against adversity, saving Earth once more?

[Written by MAL Rewrite]",movie,manga,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen",Toei Animation
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,26,7.11,4360.0,4881,2002-10-01,2003-03-25,2002.0,Tachikomatic Days is a series of comedic shorts attached to the end of every episode of Ghost in the Shell: Stand Alone Complex. The shorts feature the antics of the Tachikoma think tanks of Section 9 and usually involve plot points. The average short time is a little over a minute.,special,manga,"Comedy, Mecha, Sci-Fi",Production I.G
Brotherhood: Final Fantasy XV,5,6.9,5483.0,2552,2016-03-31,2016-09-18,2016.0,"Crown Prince of the Kingdom of Lucis, Noctis Lucis Caelum, sets out on a journey to Caem. His purpose is to meet with Lunafreya Nox Fleuret, an oracle and Noctis' childhood friend, in order to marry her. A strong and silent type, Noctis is accompanied by his friends and Royal Guard Gladiolus, Prompto, and Ignis. The four young men set out on a road trip across the continent in the king's personal convertible, the Regalia. Along the journey, each of them experience various situations which allow them to reflect on their past together, and strengthen their bonds for the future.

A prequel to the 2016 video game Final Fantasy XV, Brotherhood: Final Fantasy XV explores the relationships of its four main protagonists and the challenges awaiting them.

[Written by MAL Rewrite]",ona,game,Action,A-1 Pictures
Kingsglaive: Final Fantasy XV,1,7.38,2742.0,3138,2016-07-09,2016-07-09,2016.0,"For years, the Niflheim Empire and the kingdom of Lucis have been at war. The empire, having dominated most of the world of Eos, covets the power of the last known Crystal, which is held in Lucis' capital city, Insomnia.

In order to protect his people from these advancing forces, King Regis Lucis Caelum CXIII used the power of the Crystal to surround Insomnia with a magical wall. Along with this barrier, Regis assembled an elite military task force known as the Kingsglaive. By drawing their power from the king, the Kingsglaive protect Lucis' borders from the onslaught of the empire and other forces that would do them harm.

One such member of the Kingsglaive is Nyx, a man nicknamed ""The Hero"" by his fellow warriors due to his arrogance and desire to save everyone. However, his pride gets the better of him, causing him to disobey his captain's orders, resulting in a demotion. Now, Nyx spends his days guarding the city gates, but things begin to change once word gets out that Regis plans to sign a peace treaty with their sworn enemies.

[Written by MAL Rewrite]",movie,game,Action,Square Enix Visual Works
Hakuouki Movie 1: Kyoto Ranbu,1,7.62,1694.0,4571,2013-08-24,2013-08-24,2013.0,"Disguised as a boy, young Chizuru Yukimura leaves her quiet home and heads to Kyoto in search of her missing father—a medical doctor by the name of Koudou. She soon learns that the volatile capital city is a dangerous place to be in as she is ambushed by a pair of ronin while in the streets. Much to her horror, the ronin are slain right in front of her eyes by white-haired, red-eyed samurai, only to be quickly disposed of by three men from the Shinsengumi—a special police force who serve the shogun.

After the incident, Chizuru finds herself being taken into custody by the Shinsengumi for further questioning. Upon learning that her missing father is also the same man they are searching for, the chief allows her to stay in their care while they look for his whereabouts. While working as an assistant for second-in-command Toshizou Hijikata, Chizuru slowly discovers just how connected the troubling political environment of Kyoto and the demonic-looking white-haired samurai are to her.

[Written by MAL Rewrite]",movie,visual_novel,"Action, Drama, Historical, Josei, Samurai, Supernatural",Studio Deen
Final Fantasy VII: Advent Children,1,7.71,1394.0,1274,2005-09-14,2005-09-14,2005.0,"Two years ago, the world was changed forever. The young Cloud Strife and his band of friends may have defeated Sephiroth and thwarted his plan to crash a giant meteor into the Earth, but this victory was not without great cost. The highly populated city of Midgar was nearly ripped apart in the conflict. Fortunately, many of the city's citizens were able to evacuate to safety, and in the years afterward have formed a new home called Edge.

Final Fantasy VII: Advent Children revolves around Cloud and Tifa as they try to make new lives for themselves, as well as for those around them, in this new city. Together they run a courier service, and tend to their mutual friend Barret’s adopted daughter Marlene and a young orphan by the name of Denzel. Denzel, Cloud, and scores of children are suffering from a mysterious new illness called ""Geostigma.""

The children of the city have one other threat looming over their heads—a trio of powerful men are kidnapping infected kids for unknown reasons. Cloud is determined to save these young ones, not only from Geostigma, but from the kidnappers as well. He has no idea, however, that these men share a link to his old enemy, Sephiroth, and Cloud’s quest to vanquish them will bring him back into conflict with the demons of his past. If there is any hope in conquering these threats, it lays within the bonds of friendship between Cloud and his allies who saved the world once, and now must do so again.",movie,game,"Action, Fantasy",Square Enix Visual Works
World Destruction: Sekai Bokumetsu no Rokunin,13,6.94,5299.0,3425,2008-07-08,2008-09-30,2008.0,"Spinoff based on the Nintendo DS RPG game by SEGA, released in Japan July, 2008. 

In a world where humans serve as livestock for the ruling beastman, and where sand fills the roles of water and fire. Kyrie is recruited by the ""World Destruction Committee"" to assist in putting an end to their world. Kyrie alone holds the power needed to do it. 

(Source: AniDB)",tv,game,"Adventure, Fantasy",Production I.G
Najica Dengeki Sakusen,12,5.97,11055.0,5869,2001-10-05,2001-12-27,2001.0,"Najica Hiiragi, perfumer and secret agent, is sent out on a number of recovery missions to round up rogue humaritts, androids with combat abilities. Najica is assigned a humaritt partner, Lila, whom Najica is to groom as an agent and receive assistance from along the way. As Najica grows to accept Lila, each new mission they embark on reveals more and more about the capabilities and mysterious origins of the humaritts.

(Source: ANN)",tv,original,"Action, Comedy, Ecchi, Sci-Fi","Studio Fantasia, Amber Film Works"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1,7.59,1827.0,965,2013-09-19,2013-09-19,2013.0,"One morning, Hachiman Hikigaya contemplates the superfluous nature of marriage and its misleading image of happiness. However, he is forced into confronting his skepticism when the Volunteer Service Club is tasked with assisting a local municipal magazine advertise the allure of marriage to younger people. Unfortunately, neither the club's advisor, Shizuka Hiratsuka, nor the other club members have any firsthand experience with the subject. With only one week until the deadline, the group must quickly learn about the intricacies behind the special ceremony, even if they have to resort to more creative means!

[Written by MAL Rewrite]",ova,light_novel,"Comedy, Love Polygon, Romance, School",Brain's Base
Sengoku Collection,26,6.5,8047.0,4893,2012-04-06,2012-09-28,2012.0,"Sengoku Collection revolves around many samurai who are accidentally removed from a parallel universe inhabited by well-known historic characters. Unlike the historical war period known to us, all inhabitants in this unique world look like high school girls. Coming from the medieval era and finding themselves totally amazed by everything they encounter in modern day Tokyo, the girls become best friends through their adventures. 

(Source: Crunchyroll)",tv,game,"Comedy, Fantasy, Parody, Samurai",Brain's Base
Subarashiki Kono Sekai The Animation,12,6.16,10052.0,2802,2021-04-10,2021-06-26,2021.0,"One day in the bustling city of Shibuya, a boy named Neku Sakuraba finds himself holding two black pins that enable him to read the minds of people around him. However, these pins also give him the ability to see the ""Noise,"" hostile creatures capable of ""erasing"" people from existence. After discovering that he is trapped within the confines of the city, Neku receives a message regarding a mission that will nevertheless erase him should he fail. 

While trying to fend off a Noise attack, Neku meets a girl named Shiki Misaki who asks him to form a partnership pact with her to fight against the monsters. Shiki explains that she and Neku have become ""Players"" participating in the ""Reaper's Game""—an event spanning over seven days, each featuring a different mission.

As Neku and Shiki both strive to survive each day that passes, they begin to meet other Players and Reapers alike, battle stronger Noise, and learn the truth behind the mystery that this game is shrouded in.

[Written by MAL Rewrite]",tv,game,"Action, High Stakes Game, Mystery, Suspense","Shin-Ei Animation, domerica"
Diamond no Ace: Act II,52,8.29,326.0,2365,2019-04-02,2020-03-31,2019.0,"The hallowed ground of Koshien Stadium is the ""field of dreams,"" where the ambitions of high school baseball players come true. After emerging victorious in the autumn tournament last year, Seidou High School baseball's team  has finally earned the right to compete there for the first time in seven years.  Beyond the spring tournament looms the battle to decide who is the best team in the nation  — the Summer Koshien.

 With the third-year players due to retire after the summer tournament, the team has to integrate the experience of the seniors and the potential of the newcomers to overcome familiar and new opponents alike and win the coveted national title. 

Meanwhile, pitcher Eijun Sawamura is as determined as ever to earn jersey No. 1  and seize the position of ""ace"" from his persistent rival, Satoru Furuya.  As the team prepares for their greatest challenge yet, Sawamura and Furuya carry on their struggle to lead their team to glory and become the star of the game: the true ""Ace of the Diamond."" 

[Written by MAL Rewrite]",tv,manga,"School, Shounen, Sports, Team Sports",Madhouse
Shining☆Romance,1,6.45,,12322,2017-11-15,2017-11-15,2017.0,"A music video for the theme song of the mobile game ""Utapri Shining Live"", performed by ST☆RISH.",music,visual_novel,"Idols (Male), Music",Unknown
Final Fantasy: The Spirits Within,1,6.29,9305.0,2890,2001-07-02,2001-07-02,2001.0,"The year is 2065, and the planet of Earth is far removed from the place that it was in the past. Deadly alien creatures known as Phantoms have appeared all over the planet, and mere contact with these entities is lethal, whether it be an instant death or a prolonged decline. In order to try and salvage what little of the human race is left, large force-field barriers have been constructed around certain cities to repel the Phantoms.

Seeking a more permanent solution to this invasion are scientists Aki Ross and her mentor, Dr. Sid, whose investigations have revealed that there exists a form of spiritual, Gaia energy that can eradicate the Phantom's presence from this world. Aki and Sid aren't alone in their quest through Final Fantasy: The Spirits Within; the human council and the military squad ""Deep Eyes"" are ready to help. Not everyone is convinced of this plan though.

Aki, Sid, Grey, and their allies have to band together against forces both alien and human if they are to have any chance at restoring peace to Earth. An enemy whose mere touch is fatal, the Phantoms appear the more dangerous enemy, but as they will come to find out, their human nemeses are also not to be trifled with.",movie,game,Sci-Fi,Square Pictures
Bakumatsu Gijinden Roman,12,6.13,10171.0,6817,2013-01-08,2013-03-26,2013.0,"The stage is the close of the Edo period, an age when, not unlike our own time, both natural and man-made disasters left chaos in their wake. Manjiro makes a living helping the people of the troubled capital city, but behind the scenes, he also works in secret to take back precious belongings stolen from the people by unjust political powers and conspiratorial menaces. The people call him ""Get-backer Roman.""

(Source: Crunchyroll)",tv,other,"Fantasy, Historical",TMS Entertainment
Ouran Koukou Host Club,26,8.16,504.0,136,2006-04-05,2006-09-27,2006.0,"Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused music room. Upon entering, Haruhi is welcomed by the members of the well-known Host Club: a club in which attractive boys amuse girls from across the entire school. However, when Tamaki Suou—the founder and president of the club—startles the bright scholarship student, she accidentally breaks an expensive vase.

With repayment looking difficult for Haruhi, the Host Club members come up with the perfect solution to the girl's problem: work for the club and ultimately become a Host herself! Mistaken for a boy by her peers, Haruhi has to entertain various female students while coping with her fellow Hosts' extravagant personalities.

[Written by MAL Rewrite]",tv,manga,"Comedy, Crossdressing, Reverse Harem, Romance, School, Shoujo",Bones
Kagaku Ninja-tai Gatchaman,105,7.0,4959.0,6736,1972-10-01,1974-09-29,1972.0,"Due to dangers of decreasing resources and growing pollution, the International Scientific Organization (ISO) is established to improve environmental conditions throughout the world. But an international criminal group, Gallactor, tries to achieve world domination by taking control of the ISO. Gallactor was created by a mysterious being from outer space known as Generalissimo X, who gives orders through its chief commander on Earth, the masked Berg Katse. To fight Gallactor and its robot monsters, the ISO's Dr. Nambu enlists five brave youths into a combat squad called Gatchaman,the Science Commandos. Special scientific powers and dramatic birdlike costumes make the Gatchaman Squad a match for Gallactor, wherever on Earth it may strike. Ken (the Eagle) is the wise leader, assisted by sometimes-foolhardy Joe (the Condor), pretty Jun (the Swan), eager little Jinpei (the Swallow), and strong Ryu (the Horned Owl). Each has individual scientific weapons, but their main power lies in their aircraft, the Phoenix, which can transform itself into a fiery arrow capable of piercing the most massive threats. GATCHAMAN is a series of dynamic action and tension as Ken, Joe, Jun, Jinpei, and Ryu hold themselves in constant readiness to meet each new threat by Gallactor to conquer the world.

(Source: Official Site)

About Battle of the Planets (U.S.)",tv,original,"Action, Adventure, Sci-Fi",Tatsunoko Production
Eikoku Koi Monogatari Emma,12,7.62,1684.0,3082,2005-04-03,2005-06-19,2005.0,"Emma has been a maid for most of her life. Working for a retired governess—the strict but compassionate Kelly Stownar—Emma has grown to love her work and has long since accepted her place in society. Beautiful, hardworking, and exceptionally kind, Emma has captured the hearts of many of London's working men—but their feelings always remain unrequited. Emma is waiting for love, and she finds it in the most unlikely of places.

William is the eldest son of the wealthy Jones household—a family that has only recently been accepted into the gentry, securing their position in high society. He is also the former ward of Mrs. Stownar, and on his first visit in years, he falls madly in love with her maid. His earnest attempts to win her affection, coupled with his good nature and warm personality, have captured Emma's heart.

But the polite society of 19th century England does not take kindly to the rejection of tradition. As a result, Emma and William's relationship could not face more opposition. In a world where the class lines are as strongly defended as the borders of nations, does their love have the strength to survive?

[Written by MAL Rewrite]",tv,manga,"Adult Cast, Drama, Historical, Romance, Seinen",Studio Pierrot
Seireitsukai no Blade Dance,12,6.66,7067.0,704,2014-07-14,2014-09-29,2014.0,"On his way to Areishia Spirit Academy, Kamito Kazehaya runs into a naked Claire Rouge, a student who had been bathing as part of a purification ceremony. She had been preparing to form a contract with a powerful spirit in order to acquire more power as an ""elementalist."" Her efforts are wasted, however, when Kamito ends up with the spirit despite the fact that only shrine maidens can become elementalists. Yet to be discouraged, Claire then announces that Kamito must become her contracted spirit instead!

After reaching the school grounds, Kamito escapes from Claire and meets Headmaster Greyworth Ciel Mais, who invites him to enroll at the academy. Although his life at Areishia will be far from easy as the only male student among the shrine princesses-in-training, he begrudgingly accepts in exchange for information about his former contracted spirit, Restia Ashdoll. Adding on to that, he also must fulfill Greyworth's main request: to win in the Blade Dance, a battle festival occurring in two months, where he will face the strongest elementalist rumored to be contracted with a darkness spirit.

[Written by MAL Rewrite]",tv,light_novel,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School",TNK
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",1,7.78,1230.0,1992,2023-04-27,2023-04-27,2023.0,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku. adapts selected events from the Shin bonus novels that were released with the Season 3 BDs.",ova,light_novel,"Comedy, Love Polygon, Romance, School",feel.
From a Distance,1,5.64,,22124,2003-06,2003-06,2003.0,Music video for the song From a Distance by The Orb.,music,original,Music,Unknown
VitaminX Addiction,3,5.81,11904.0,11775,2011-08-26,2011-10-21,2011.0,"The story is set at Seitei Gakuen, an elite private academy that teaches every level from kindergarten until college in Tokyo. A new female teacher named Minami Yuuri is starting her second year of teaching here, and she is now moving up from teaching middle school students to the assignment she had sought after: grammar for high school students. Unfortunately, she gets assigned to class 3-E. The class, called ""Class X,"" is an infamous group of seniors who lack study skills; it is said that all of their previous teachers have retired due to ulcers or neurosis. Minami must try to reach out to these students, including the six leaders of the class ""B6"" (Baka 6), and get them into college.

(Source: ANN)",ova,game,"Reverse Harem, Romance, School",Nomad
Mangaka-san to Assistant-san to The Animation,12,7.08,4547.0,955,2014-04-08,2014-06-24,2014.0,"Yuuki Aito is a perverted manga artist who appreciates panties, wishing to draw as many as he can. Being surrounded by numerous female assistants, he is constantly asking to use them as references for the manga he draws.
 
Although Aito has an extremely degenerate mind, he can also be a very kind, generous, and helpful person. The duality of his behavior confuses his assistants—do they love the considerate side of him that he rarely displays, or do they hate him for the perverted thoughts he has most of the time?

[Written by MAL Rewrite]",tv,manga,"Comedy, Ecchi, Harem, Seinen",Zexcs
